region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
US,0.97 (0.82 -- 1.2),0.97,0.98,0.11,0.82,0.92,0.95,0.99,1,1.2,Effective reproduction no.,Unsure
Kentucky,0.96 (0.53 -- 1.2),0.96,0.92,0.22,0.53,0.8,0.91,1,1,1.2,Effective reproduction no.,Unsure
Maryland,0.96 (0.8 -- 1.1),0.96,0.96,0.11,0.8,0.92,0.95,0.97,0.99,1.1,Effective reproduction no.,Likely decreasing
Oklahoma,0.95 (0.67 -- 1.3),0.95,0.96,0.22,0.67,0.86,0.92,0.98,1,1.3,Effective reproduction no.,Unsure
Oregon,0.95 (0.63 -- 1.2),0.95,0.93,0.19,0.63,0.86,0.92,0.97,1,1.2,Effective reproduction no.,Unsure
Washington,0.95 (0.62 -- 1.6),0.95,1,0.35,0.62,0.85,0.91,0.98,1.1,1.6,Effective reproduction no.,Unsure
Hawaii,0.94 (0.36 -- 1.5),0.94,0.93,0.36,0.36,0.71,0.86,1,1.1,1.5,Effective reproduction no.,Unsure
Louisiana,0.93 (0.66 -- 1.2),0.93,0.93,0.17,0.66,0.85,0.9,0.96,1,1.2,Effective reproduction no.,Unsure
South Carolina,0.93 (0.53 -- 1.3),0.93,0.93,0.25,0.53,0.81,0.89,0.97,1,1.3,Effective reproduction no.,Unsure
Nevada,0.92 (0.58 -- 1.4),0.92,0.95,0.27,0.58,0.82,0.88,0.97,1.1,1.4,Effective reproduction no.,Unsure
Arizona,0.91 (0.66 -- 1.5),0.91,0.97,0.39,0.66,0.83,0.88,0.94,1,1.5,Effective reproduction no.,Likely decreasing
Texas,0.91 (0.61 -- 1.4),0.91,0.94,0.26,0.61,0.8,0.87,0.95,1,1.4,Effective reproduction no.,Unsure
New Hampshire,0.9 (0.51 -- 1.4),0.9,0.92,0.29,0.51,0.8,0.87,0.93,0.99,1.4,Effective reproduction no.,Likely decreasing
Florida,0.89 (0.51 -- 1.2),0.89,0.87,0.21,0.51,0.77,0.84,0.92,0.98,1.2,Effective reproduction no.,Unsure
Alabama,0.87 (0.49 -- 1.2),0.87,0.87,0.32,0.49,0.76,0.83,0.91,0.96,1.2,Effective reproduction no.,Unsure
New Jersey,0.87 (0.3 -- 1.4),0.87,0.85,0.34,0.3,0.65,0.79,0.93,1,1.4,Effective reproduction no.,Unsure
Arkansas,0.86 (0.45 -- 1.2),0.86,0.85,0.25,0.45,0.73,0.81,0.89,0.96,1.2,Effective reproduction no.,Unsure
Mississippi,0.86 (0.54 -- 1.2),0.86,0.85,0.21,0.54,0.74,0.82,0.89,0.95,1.2,Effective reproduction no.,Unsure
Utah,0.86 (0.51 -- 1.2),0.86,0.85,0.22,0.51,0.75,0.82,0.89,0.94,1.2,Effective reproduction no.,Likely decreasing
Alaska,0.8 (0.14 -- 1.4),0.8,0.8,0.47,0.14,0.52,0.7,0.9,1,1.4,Effective reproduction no.,Unsure
Georgia,0.79 (0.41 -- 1.1),0.79,0.78,0.22,0.41,0.66,0.75,0.83,0.9,1.1,Effective reproduction no.,Unsure
Virgin Islands,0.57 (0.013 -- 1.6),0.57,0.66,0.68,0.013,0.22,0.43,0.73,0.93,1.6,Effective reproduction no.,Unsure
Vermont,0.36 (0.00024 -- 2.3),0.36,0.64,0.96,0.00024,0.054,0.2,0.55,0.85,2.3,Effective reproduction no.,Likely decreasing
Vermont,0 (0 -- 19),0,92,1644,0,0,0,0,0,19,New confirmed cases by infection date,Likely decreasing
