region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
Nebraska,5993 (3356 -- 12332),5993,6689,3246,3356,4698,5416,6624,7770,12332,New confirmed cases by infection date,Increasing
Maryland,5426 (4067 -- 7313),5426,5529,995,4067,4840,5203,5664,6097,7313,New confirmed cases by infection date,Increasing
Nevada,5210 (3243 -- 9093),5210,5584,1926,3243,4234,4819,5620,6470,9093,New confirmed cases by infection date,Increasing
New Mexico,5035 (3492 -- 7391),5035,5176,1208,3492,4306,4747,5309,5886,7391,New confirmed cases by infection date,Likely increasing
Washington,4976 (2760 -- 10592),4976,5592,2575,2760,3942,4558,5497,6519,10592,New confirmed cases by infection date,Increasing
Connecticut,4833 (2780 -- 8568),4833,5158,1996,2780,3859,4451,5208,5989,8568,New confirmed cases by infection date,Likely increasing
Arkansas,4624 (2979 -- 7943),4624,4949,1648,2979,3795,4298,5021,5727,7943,New confirmed cases by infection date,Likely increasing
Mississippi,4371 (2688 -- 7947),4371,4739,1819,2688,3563,4069,4768,5475,7947,New confirmed cases by infection date,Likely increasing
South Dakota,4370 (2258 -- 9307),4370,4847,2327,2258,3285,3909,4820,5708,9307,New confirmed cases by infection date,Likely increasing
Kentucky,4272 (2630 -- 7378),4272,4533,1487,2630,3497,3947,4573,5261,7378,New confirmed cases by infection date,Likely increasing
Kansas,4218 (2012 -- 10626),4218,5100,3501,2012,3142,3785,4819,6043,10626,New confirmed cases by infection date,Likely increasing
Louisiana,4187 (2503 -- 7037),4187,4423,1519,2503,3410,3819,4519,5131,7037,New confirmed cases by infection date,Likely increasing
Oklahoma,3847 (2477 -- 6316),3847,4055,1252,2477,3187,3563,4137,4674,6316,New confirmed cases by infection date,Likely increasing
Oregon,3527 (2194 -- 6388),3527,3819,1393,2194,2874,3261,3839,4464,6388,New confirmed cases by infection date,Increasing
Virginia,3515 (1859 -- 7017),3515,3865,1735,1859,2674,3185,3844,4567,7017,New confirmed cases by infection date,Unsure
West Virginia,2919 (1753 -- 5298),2919,3148,1166,1753,2328,2693,3190,3696,5298,New confirmed cases by infection date,Likely increasing
Idaho,2595 (1421 -- 5303),2595,2860,1274,1421,2044,2355,2829,3348,5303,New confirmed cases by infection date,Unsure
Puerto Rico,2442 (1557 -- 3808),2442,2540,723,1557,2045,2283,2602,2937,3808,New confirmed cases by infection date,Likely increasing
North Dakota,1897 (1269 -- 2959),1897,1970,514,1269,1602,1783,2020,2241,2959,New confirmed cases by infection date,Unsure
Utah,1705 (964 -- 2930),1705,1801,630,964,1365,1554,1868,2137,2930,New confirmed cases by infection date,Unsure
Rhode Island,1612 (1023 -- 2739),1612,1707,553,1023,1337,1504,1729,1955,2739,New confirmed cases by infection date,Increasing
Montana,1424 (732 -- 3001),1424,1598,818,732,1076,1298,1581,1874,3001,New confirmed cases by infection date,Unsure
New Hampshire,1131 (594 -- 2308),1131,1250,593,594,853,1016,1249,1498,2308,New confirmed cases by infection date,Likely increasing
Maine,877 (384 -- 1906),877,995,516,384,642,787,1004,1222,1906,New confirmed cases by infection date,Likely increasing
Wyoming,810 (232 -- 3401),810,1224,1704,232,489,667,990,1403,3401,New confirmed cases by infection date,Unsure
Hawaii,657 (246 -- 2160),657,877,769,246,432,558,784,1062,2160,New confirmed cases by infection date,Unsure
Delaware,637 (293 -- 1556),637,744,434,293,466,565,719,892,1556,New confirmed cases by infection date,Unsure
Alaska,613 (276 -- 1622),613,775,1571,276,445,545,699,881,1622,New confirmed cases by infection date,Likely increasing
District of Columbia,508 (229 -- 1099),508,568,295,229,381,453,568,679,1099,New confirmed cases by infection date,Likely increasing
Guam,43 (8 -- 148),43,57,48,8,24,35,53,74,148,New confirmed cases by infection date,Unsure
California,1.3 (1.1 -- 1.6),1.3,1.3,0.2,1.1,1.2,1.2,1.3,1.4,1.6,Effective reproduction no.,Likely increasing
Hawaii,1.3 (0.7 -- 2.1),1.3,1.4,0.4,0.7,1.1,1.2,1.4,1.6,2.1,Effective reproduction no.,Unsure
New Hampshire,1.3 (1.1 -- 1.8),1.3,1.4,0.2,1.1,1.2,1.3,1.4,1.5,1.8,Effective reproduction no.,Likely increasing
South Carolina,1.3 (1 -- 2),1.3,1.4,0.4,1,1.2,1.3,1.4,1.5,2,Effective reproduction no.,Unsure
Alaska,1.2 (0.9 -- 1.6),1.2,1.2,0.3,0.9,1.1,1.1,1.2,1.3,1.6,Effective reproduction no.,Likely increasing
Arizona,1.2 (1 -- 1.6),1.2,1.3,0.2,1,1.1,1.2,1.3,1.4,1.6,Effective reproduction no.,Increasing
Arkansas,1.2 (1 -- 1.6),1.2,1.2,0.2,1,1.1,1.1,1.2,1.3,1.6,Effective reproduction no.,Likely increasing
Colorado,1.2 (1 -- 1.3),1.2,1.2,0.1,1,1.1,1.2,1.2,1.2,1.3,Effective reproduction no.,Increasing
Connecticut,1.2 (0.9 -- 1.5),1.2,1.2,0.2,0.9,1.1,1.1,1.2,1.3,1.5,Effective reproduction no.,Likely increasing
District of Columbia,1.2 (0.9 -- 1.4),1.2,1.2,0.2,0.9,1.1,1.1,1.2,1.2,1.4,Effective reproduction no.,Likely increasing
Iowa,1.2 (1.1 -- 1.4),1.2,1.2,0.1,1.1,1.1,1.2,1.2,1.3,1.4,Effective reproduction no.,Increasing
Maine,1.2 (0.8 -- 1.5),1.2,1.2,0.2,0.8,1.1,1.2,1.2,1.3,1.5,Effective reproduction no.,Likely increasing
Michigan,1.2 (1 -- 1.4),1.2,1.2,0.1,1,1.1,1.2,1.2,1.2,1.4,Effective reproduction no.,Increasing
Nebraska,1.2 (1 -- 1.6),1.2,1.2,0.2,1,1.1,1.2,1.2,1.3,1.6,Effective reproduction no.,Increasing
Nevada,1.2 (1 -- 1.4),1.2,1.2,0.1,1,1.1,1.2,1.2,1.2,1.4,Effective reproduction no.,Increasing
New Jersey,1.2 (1 -- 1.4),1.2,1.2,0.1,1,1.1,1.1,1.2,1.2,1.4,Effective reproduction no.,Increasing
New York,1.2 (1 -- 1.3),1.2,1.2,0.1,1,1.1,1.1,1.2,1.2,1.3,Effective reproduction no.,Increasing
Ohio,1.2 (1 -- 1.3),1.2,1.2,0.1,1,1.1,1.1,1.2,1.2,1.3,Effective reproduction no.,Increasing
Oregon,1.2 (1 -- 1.5),1.2,1.2,0.1,1,1.1,1.2,1.2,1.3,1.5,Effective reproduction no.,Increasing
Pennsylvania,1.2 (1 -- 1.5),1.2,1.2,0.1,1,1.1,1.2,1.2,1.3,1.5,Effective reproduction no.,Increasing
Washington,1.2 (1 -- 1.6),1.2,1.2,0.2,1,1.1,1.1,1.2,1.3,1.6,Effective reproduction no.,Increasing
Alabama,1.1 (1 -- 1.6),1.1,1.2,0.2,1,1.1,1.1,1.2,1.2,1.6,Effective reproduction no.,Likely increasing
Delaware,1.1 (0.8 -- 1.6),1.1,1.1,0.2,0.8,1,1.1,1.2,1.3,1.6,Effective reproduction no.,Unsure
Florida,1.1 (0.9 -- 1.3),1.1,1.1,0.1,0.9,1,1.1,1.1,1.2,1.3,Effective reproduction no.,Unsure
Georgia,1.1 (0.9 -- 1.4),1.1,1.1,0.1,0.9,1,1.1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing
Idaho,1.1 (0.8 -- 1.4),1.1,1.1,0.2,0.8,1,1,1.1,1.2,1.4,Effective reproduction no.,Unsure
Illinois,1.1 (1 -- 1.2),1.1,1.1,0.1,1,1.1,1.1,1.1,1.1,1.2,Effective reproduction no.,Increasing
Indiana,1.1 (1 -- 1.2),1.1,1.1,0.1,1,1,1.1,1.1,1.1,1.2,Effective reproduction no.,Increasing
Kansas,1.1 (0.9 -- 1.5),1.1,1.1,0.2,0.9,1,1.1,1.1,1.2,1.5,Effective reproduction no.,Likely increasing
Kentucky,1.1 (0.9 -- 1.4),1.1,1.1,0.1,0.9,1,1.1,1.2,1.2,1.4,Effective reproduction no.,Likely increasing
Louisiana,1.1 (0.9 -- 1.3),1.1,1.1,0.1,0.9,1,1.1,1.1,1.1,1.3,Effective reproduction no.,Likely increasing
Maryland,1.1 (1 -- 1.2),1.1,1.1,0.1,1,1.1,1.1,1.1,1.2,1.2,Effective reproduction no.,Increasing
Massachusetts,1.1 (1 -- 1.3),1.1,1.1,0.1,1,1.1,1.1,1.1,1.2,1.3,Effective reproduction no.,Increasing
Minnesota,1.1 (1 -- 1.2),1.1,1.1,0.1,1,1,1.1,1.1,1.1,1.2,Effective reproduction no.,Increasing
Mississippi,1.1 (0.9 -- 1.4),1.1,1.1,0.1,0.9,1,1.1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing
Missouri,1.1 (0.9 -- 1.7),1.1,1.2,0.3,0.9,1,1.1,1.2,1.3,1.7,Effective reproduction no.,Unsure
New Mexico,1.1 (0.9 -- 1.2),1.1,1.1,0.1,0.9,1,1,1.1,1.1,1.2,Effective reproduction no.,Likely increasing
North Carolina,1.1 (0.9 -- 1.4),1.1,1.1,0.2,0.9,1,1.1,1.1,1.2,1.4,Effective reproduction no.,Unsure
Oklahoma,1.1 (1 -- 1.4),1.1,1.1,0.1,1,1,1.1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing
Puerto Rico,1.1 (0.9 -- 1.2),1.1,1.1,0.1,0.9,1,1,1.1,1.1,1.2,Effective reproduction no.,Likely increasing
Rhode Island,1.1 (1 -- 1.3),1.1,1.1,0.1,1,1.1,1.1,1.1,1.2,1.3,Effective reproduction no.,Increasing
South Dakota,1.1 (0.8 -- 1.3),1.1,1.1,0.2,0.8,1,1,1.1,1.2,1.3,Effective reproduction no.,Likely increasing
Tennessee,1.1 (0.9 -- 1.3),1.1,1.1,0.1,0.9,1,1,1.1,1.1,1.3,Effective reproduction no.,Likely increasing
Texas,1.1 (0.9 -- 1.2),1.1,1.1,0.1,0.9,1,1.1,1.1,1.1,1.2,Effective reproduction no.,Likely increasing
US,1.1 (1.1 -- 1.3),1.1,1.2,0.1,1.1,1.1,1.1,1.2,1.2,1.3,Effective reproduction no.,Increasing
Virginia,1.1 (0.8 -- 1.7),1.1,1.2,0.3,0.8,0.9,1,1.2,1.3,1.7,Effective reproduction no.,Unsure
West Virginia,1.1 (0.9 -- 1.4),1.1,1.1,0.1,0.9,1,1.1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing
Wisconsin,1.1 (0.9 -- 1.4),1.1,1.1,0.2,0.9,1,1.1,1.1,1.2,1.4,Effective reproduction no.,Unsure
North Dakota,1 (0.8 -- 1.2),1,1,0.1,0.8,0.9,0.9,1,1,1.2,Effective reproduction no.,Unsure
Utah,1 (0.8 -- 1.2),1,1,0.1,0.8,0.9,1,1,1.1,1.2,Effective reproduction no.,Unsure
Montana,0.9 (0.7 -- 1.2),0.9,0.9,0.2,0.7,0.8,0.9,0.9,1,1.2,Effective reproduction no.,Unsure
Wyoming,0.9 (0.4 -- 1.5),0.9,0.9,0.4,0.4,0.7,0.8,1,1.1,1.5,Effective reproduction no.,Unsure
Guam,0.6 (0.3 -- 1),0.6,0.6,0.2,0.3,0.5,0.6,0.7,0.8,1,Effective reproduction no.,Unsure
