forecast_date,target,target_end_date,location,type,quantile,value
2020-06-15,3 wk ahead inc death,2020-07-04,01,quantile,0.01,12
2020-06-15,3 wk ahead inc death,2020-07-04,01,quantile,0.025,25
2020-06-15,3 wk ahead inc death,2020-07-04,01,quantile,0.05,36
2020-06-15,3 wk ahead inc death,2020-07-04,01,quantile,0.1,54
2020-06-15,3 wk ahead inc death,2020-07-04,01,quantile,0.15,68
2020-06-15,3 wk ahead inc death,2020-07-04,01,quantile,0.2,83
2020-06-15,3 wk ahead inc death,2020-07-04,01,quantile,0.25,96
2020-06-15,3 wk ahead inc death,2020-07-04,01,quantile,0.3,114
2020-06-15,3 wk ahead inc death,2020-07-04,01,quantile,0.35,127
2020-06-15,3 wk ahead inc death,2020-07-04,01,quantile,0.4,143
2020-06-15,3 wk ahead inc death,2020-07-04,01,quantile,0.45,158
2020-06-15,3 wk ahead inc death,2020-07-04,01,quantile,0.5,178
2020-06-15,3 wk ahead inc death,2020-07-04,01,quantile,0.55,207
2020-06-15,3 wk ahead inc death,2020-07-04,01,quantile,0.6,237
2020-06-15,3 wk ahead inc death,2020-07-04,01,quantile,0.65,264
2020-06-15,3 wk ahead inc death,2020-07-04,01,quantile,0.7,303
2020-06-15,3 wk ahead inc death,2020-07-04,01,quantile,0.75,343
2020-06-15,3 wk ahead inc death,2020-07-04,01,quantile,0.8,418
2020-06-15,3 wk ahead inc death,2020-07-04,01,quantile,0.85,505
2020-06-15,3 wk ahead inc death,2020-07-04,01,quantile,0.9,686
2020-06-15,3 wk ahead inc death,2020-07-04,01,quantile,0.95,1054
2020-06-15,3 wk ahead inc death,2020-07-04,01,quantile,0.975,1542
2020-06-15,3 wk ahead inc death,2020-07-04,01,quantile,0.99,2309
2020-06-15,4 wk ahead inc death,2020-07-11,01,quantile,0.01,7
2020-06-15,4 wk ahead inc death,2020-07-11,01,quantile,0.025,15
2020-06-15,4 wk ahead inc death,2020-07-11,01,quantile,0.05,28
2020-06-15,4 wk ahead inc death,2020-07-11,01,quantile,0.1,49
2020-06-15,4 wk ahead inc death,2020-07-11,01,quantile,0.15,64
2020-06-15,4 wk ahead inc death,2020-07-11,01,quantile,0.2,79
2020-06-15,4 wk ahead inc death,2020-07-11,01,quantile,0.25,96
2020-06-15,4 wk ahead inc death,2020-07-11,01,quantile,0.3,119
2020-06-15,4 wk ahead inc death,2020-07-11,01,quantile,0.35,139
2020-06-15,4 wk ahead inc death,2020-07-11,01,quantile,0.4,158
2020-06-15,4 wk ahead inc death,2020-07-11,01,quantile,0.45,189
2020-06-15,4 wk ahead inc death,2020-07-11,01,quantile,0.5,222
2020-06-15,4 wk ahead inc death,2020-07-11,01,quantile,0.55,254
2020-06-15,4 wk ahead inc death,2020-07-11,01,quantile,0.6,293
2020-06-15,4 wk ahead inc death,2020-07-11,01,quantile,0.65,356
2020-06-15,4 wk ahead inc death,2020-07-11,01,quantile,0.7,419
2020-06-15,4 wk ahead inc death,2020-07-11,01,quantile,0.75,491
2020-06-15,4 wk ahead inc death,2020-07-11,01,quantile,0.8,614
2020-06-15,4 wk ahead inc death,2020-07-11,01,quantile,0.85,788
2020-06-15,4 wk ahead inc death,2020-07-11,01,quantile,0.9,1224
2020-06-15,4 wk ahead inc death,2020-07-11,01,quantile,0.95,1937
2020-06-15,4 wk ahead inc death,2020-07-11,01,quantile,0.975,3296
2020-06-15,4 wk ahead inc death,2020-07-11,01,quantile,0.99,6643
2020-06-15,1 wk ahead inc death,2020-06-20,01,point,NA,124
2020-06-15,2 wk ahead inc death,2020-06-27,01,point,NA,154
2020-06-15,3 wk ahead inc death,2020-07-04,01,point,NA,178
2020-06-15,4 wk ahead inc death,2020-07-11,01,point,NA,222
2020-06-15,1 wk ahead cum death,2020-06-20,01,quantile,0.01,809
2020-06-15,1 wk ahead cum death,2020-06-20,01,quantile,0.025,826
2020-06-15,1 wk ahead cum death,2020-06-20,01,quantile,0.05,836
2020-06-15,1 wk ahead cum death,2020-06-20,01,quantile,0.1,848
2020-06-15,1 wk ahead cum death,2020-06-20,01,quantile,0.15,855
2020-06-15,1 wk ahead cum death,2020-06-20,01,quantile,0.2,861
2020-06-15,1 wk ahead cum death,2020-06-20,01,quantile,0.25,867
2020-06-15,1 wk ahead cum death,2020-06-20,01,quantile,0.3,873
2020-06-15,1 wk ahead cum death,2020-06-20,01,quantile,0.35,879
2020-06-15,1 wk ahead cum death,2020-06-20,01,quantile,0.4,887
2020-06-15,1 wk ahead cum death,2020-06-20,01,quantile,0.45,892
2020-06-15,1 wk ahead cum death,2020-06-20,01,quantile,0.5,898
2020-06-15,1 wk ahead cum death,2020-06-20,01,quantile,0.55,906
2020-06-15,1 wk ahead cum death,2020-06-20,01,quantile,0.6,913
2020-06-15,1 wk ahead cum death,2020-06-20,01,quantile,0.65,923
2020-06-15,1 wk ahead cum death,2020-06-20,01,quantile,0.7,934
2020-06-15,1 wk ahead cum death,2020-06-20,01,quantile,0.75,947
2020-06-15,1 wk ahead cum death,2020-06-20,01,quantile,0.8,963
2020-06-15,1 wk ahead cum death,2020-06-20,01,quantile,0.85,980
2020-06-15,1 wk ahead cum death,2020-06-20,01,quantile,0.9,1007
2020-06-15,1 wk ahead cum death,2020-06-20,01,quantile,0.95,1046
2020-06-15,1 wk ahead cum death,2020-06-20,01,quantile,0.975,1103
2020-06-15,1 wk ahead cum death,2020-06-20,01,quantile,0.99,1161
2020-06-15,2 wk ahead cum death,2020-06-27,01,quantile,0.01,840
2020-06-15,2 wk ahead cum death,2020-06-27,01,quantile,0.025,869
2020-06-15,2 wk ahead cum death,2020-06-27,01,quantile,0.05,885
2020-06-15,2 wk ahead cum death,2020-06-27,01,quantile,0.1,917
2020-06-15,2 wk ahead cum death,2020-06-27,01,quantile,0.15,934
2020-06-15,2 wk ahead cum death,2020-06-27,01,quantile,0.2,950
2020-06-15,2 wk ahead cum death,2020-06-27,01,quantile,0.25,968
2020-06-15,2 wk ahead cum death,2020-06-27,01,quantile,0.3,984
2020-06-15,2 wk ahead cum death,2020-06-27,01,quantile,0.35,999
2020-06-15,2 wk ahead cum death,2020-06-27,01,quantile,0.4,1015
2020-06-15,2 wk ahead cum death,2020-06-27,01,quantile,0.45,1034
2020-06-15,2 wk ahead cum death,2020-06-27,01,quantile,0.5,1055
2020-06-15,2 wk ahead cum death,2020-06-27,01,quantile,0.55,1077
2020-06-15,2 wk ahead cum death,2020-06-27,01,quantile,0.6,1098
2020-06-15,2 wk ahead cum death,2020-06-27,01,quantile,0.65,1119
2020-06-15,2 wk ahead cum death,2020-06-27,01,quantile,0.7,1152
2020-06-15,2 wk ahead cum death,2020-06-27,01,quantile,0.75,1191
2020-06-15,2 wk ahead cum death,2020-06-27,01,quantile,0.8,1236
2020-06-15,2 wk ahead cum death,2020-06-27,01,quantile,0.85,1298
2020-06-15,2 wk ahead cum death,2020-06-27,01,quantile,0.9,1401
2020-06-15,2 wk ahead cum death,2020-06-27,01,quantile,0.95,1577
2020-06-15,2 wk ahead cum death,2020-06-27,01,quantile,0.975,1802
2020-06-15,2 wk ahead cum death,2020-06-27,01,quantile,0.99,2033
2020-06-15,3 wk ahead cum death,2020-07-04,01,quantile,0.01,851
2020-06-15,3 wk ahead cum death,2020-07-04,01,quantile,0.025,897
2020-06-15,3 wk ahead cum death,2020-07-04,01,quantile,0.05,933
2020-06-15,3 wk ahead cum death,2020-07-04,01,quantile,0.1,975
2020-06-15,3 wk ahead cum death,2020-07-04,01,quantile,0.15,1012
2020-06-15,3 wk ahead cum death,2020-07-04,01,quantile,0.2,1040
2020-06-15,3 wk ahead cum death,2020-07-04,01,quantile,0.25,1067
2020-06-15,3 wk ahead cum death,2020-07-04,01,quantile,0.3,1096
2020-06-15,3 wk ahead cum death,2020-07-04,01,quantile,0.35,1129
2020-06-15,3 wk ahead cum death,2020-07-04,01,quantile,0.4,1163
2020-06-15,3 wk ahead cum death,2020-07-04,01,quantile,0.45,1202
2020-06-15,3 wk ahead cum death,2020-07-04,01,quantile,0.5,1242
2020-06-15,3 wk ahead cum death,2020-07-04,01,quantile,0.55,1288
2020-06-15,3 wk ahead cum death,2020-07-04,01,quantile,0.6,1326
2020-06-15,3 wk ahead cum death,2020-07-04,01,quantile,0.65,1395
2020-06-15,3 wk ahead cum death,2020-07-04,01,quantile,0.7,1454
2020-06-15,3 wk ahead cum death,2020-07-04,01,quantile,0.75,1529
2020-06-15,3 wk ahead cum death,2020-07-04,01,quantile,0.8,1653
2020-06-15,3 wk ahead cum death,2020-07-04,01,quantile,0.85,1784
2020-06-15,3 wk ahead cum death,2020-07-04,01,quantile,0.9,2060
2020-06-15,3 wk ahead cum death,2020-07-04,01,quantile,0.95,2647
2020-06-15,3 wk ahead cum death,2020-07-04,01,quantile,0.975,3334
2020-06-15,3 wk ahead cum death,2020-07-04,01,quantile,0.99,4234
2020-06-15,4 wk ahead cum death,2020-07-11,01,quantile,0.01,866
2020-06-15,4 wk ahead cum death,2020-07-11,01,quantile,0.025,924
2020-06-15,4 wk ahead cum death,2020-07-11,01,quantile,0.05,970
2020-06-15,4 wk ahead cum death,2020-07-11,01,quantile,0.1,1034
2020-06-15,4 wk ahead cum death,2020-07-11,01,quantile,0.15,1091
2020-06-15,4 wk ahead cum death,2020-07-11,01,quantile,0.2,1129
2020-06-15,4 wk ahead cum death,2020-07-11,01,quantile,0.25,1168
2020-06-15,4 wk ahead cum death,2020-07-11,01,quantile,0.3,1226
2020-06-15,4 wk ahead cum death,2020-07-11,01,quantile,0.35,1285
2020-06-15,4 wk ahead cum death,2020-07-11,01,quantile,0.4,1333
2020-06-15,4 wk ahead cum death,2020-07-11,01,quantile,0.45,1380
2020-06-15,4 wk ahead cum death,2020-07-11,01,quantile,0.5,1454
2020-06-15,4 wk ahead cum death,2020-07-11,01,quantile,0.55,1555
2020-06-15,4 wk ahead cum death,2020-07-11,01,quantile,0.6,1657
2020-06-15,4 wk ahead cum death,2020-07-11,01,quantile,0.65,1738
2020-06-15,4 wk ahead cum death,2020-07-11,01,quantile,0.7,1880
2020-06-15,4 wk ahead cum death,2020-07-11,01,quantile,0.75,2054
2020-06-15,4 wk ahead cum death,2020-07-11,01,quantile,0.8,2282
2020-06-15,4 wk ahead cum death,2020-07-11,01,quantile,0.85,2615
2020-06-15,4 wk ahead cum death,2020-07-11,01,quantile,0.9,3325
2020-06-15,4 wk ahead cum death,2020-07-11,01,quantile,0.95,4522
2020-06-15,4 wk ahead cum death,2020-07-11,01,quantile,0.975,6934
2020-06-15,4 wk ahead cum death,2020-07-11,01,quantile,0.99,11464
2020-06-15,1 wk ahead cum death,2020-06-20,01,point,NA,898
2020-06-15,2 wk ahead cum death,2020-06-27,01,point,NA,1055
2020-06-15,3 wk ahead cum death,2020-07-04,01,point,NA,1242
2020-06-15,4 wk ahead cum death,2020-07-11,01,point,NA,1454
2020-06-15,1 wk ahead inc death,2020-06-20,04,quantile,0.01,92
2020-06-15,1 wk ahead inc death,2020-06-20,04,quantile,0.025,104
2020-06-15,1 wk ahead inc death,2020-06-20,04,quantile,0.05,113
2020-06-15,1 wk ahead inc death,2020-06-20,04,quantile,0.1,128
2020-06-15,1 wk ahead inc death,2020-06-20,04,quantile,0.15,140
2020-06-15,1 wk ahead inc death,2020-06-20,04,quantile,0.2,148
2020-06-15,1 wk ahead inc death,2020-06-20,04,quantile,0.25,156
2020-06-15,1 wk ahead inc death,2020-06-20,04,quantile,0.3,162
2020-06-15,1 wk ahead inc death,2020-06-20,04,quantile,0.35,170
2020-06-15,1 wk ahead inc death,2020-06-20,04,quantile,0.4,177
2020-06-15,1 wk ahead inc death,2020-06-20,04,quantile,0.45,185
2020-06-15,1 wk ahead inc death,2020-06-20,04,quantile,0.5,192
2020-06-15,1 wk ahead inc death,2020-06-20,04,quantile,0.55,199
2020-06-15,1 wk ahead inc death,2020-06-20,04,quantile,0.6,208
2020-06-15,1 wk ahead inc death,2020-06-20,04,quantile,0.65,219
2020-06-15,1 wk ahead inc death,2020-06-20,04,quantile,0.7,228
2020-06-15,1 wk ahead inc death,2020-06-20,04,quantile,0.75,238
2020-06-15,1 wk ahead inc death,2020-06-20,04,quantile,0.8,249
2020-06-15,1 wk ahead inc death,2020-06-20,04,quantile,0.85,262
2020-06-15,1 wk ahead inc death,2020-06-20,04,quantile,0.9,285
2020-06-15,1 wk ahead inc death,2020-06-20,04,quantile,0.95,328
2020-06-15,1 wk ahead inc death,2020-06-20,04,quantile,0.975,376
2020-06-15,1 wk ahead inc death,2020-06-20,04,quantile,0.99,411
2020-06-15,2 wk ahead inc death,2020-06-27,04,quantile,0.01,60
2020-06-15,2 wk ahead inc death,2020-06-27,04,quantile,0.025,76
2020-06-15,2 wk ahead inc death,2020-06-27,04,quantile,0.05,91
2020-06-15,2 wk ahead inc death,2020-06-27,04,quantile,0.1,112
2020-06-15,2 wk ahead inc death,2020-06-27,04,quantile,0.15,128
2020-06-15,2 wk ahead inc death,2020-06-27,04,quantile,0.2,144
2020-06-15,2 wk ahead inc death,2020-06-27,04,quantile,0.25,159
2020-06-15,2 wk ahead inc death,2020-06-27,04,quantile,0.3,172
2020-06-15,2 wk ahead inc death,2020-06-27,04,quantile,0.35,183
2020-06-15,2 wk ahead inc death,2020-06-27,04,quantile,0.4,193
2020-06-15,2 wk ahead inc death,2020-06-27,04,quantile,0.45,206
2020-06-15,2 wk ahead inc death,2020-06-27,04,quantile,0.5,219
2020-06-15,2 wk ahead inc death,2020-06-27,04,quantile,0.55,235
2020-06-15,2 wk ahead inc death,2020-06-27,04,quantile,0.6,249
2020-06-15,2 wk ahead inc death,2020-06-27,04,quantile,0.65,266
2020-06-15,2 wk ahead inc death,2020-06-27,04,quantile,0.7,286
2020-06-15,2 wk ahead inc death,2020-06-27,04,quantile,0.75,308
2020-06-15,2 wk ahead inc death,2020-06-27,04,quantile,0.8,335
2020-06-15,2 wk ahead inc death,2020-06-27,04,quantile,0.85,361
2020-06-15,2 wk ahead inc death,2020-06-27,04,quantile,0.9,423
2020-06-15,2 wk ahead inc death,2020-06-27,04,quantile,0.95,521
2020-06-15,2 wk ahead inc death,2020-06-27,04,quantile,0.975,618
2020-06-15,2 wk ahead inc death,2020-06-27,04,quantile,0.99,843
2020-06-15,3 wk ahead inc death,2020-07-04,04,quantile,0.01,39
2020-06-15,3 wk ahead inc death,2020-07-04,04,quantile,0.025,57
2020-06-15,3 wk ahead inc death,2020-07-04,04,quantile,0.05,70
2020-06-15,3 wk ahead inc death,2020-07-04,04,quantile,0.1,97
2020-06-15,3 wk ahead inc death,2020-07-04,04,quantile,0.15,119
2020-06-15,3 wk ahead inc death,2020-07-04,04,quantile,0.2,139
2020-06-15,3 wk ahead inc death,2020-07-04,04,quantile,0.25,156
2020-06-15,3 wk ahead inc death,2020-07-04,04,quantile,0.3,175
2020-06-15,3 wk ahead inc death,2020-07-04,04,quantile,0.35,194
2020-06-15,3 wk ahead inc death,2020-07-04,04,quantile,0.4,216
2020-06-15,3 wk ahead inc death,2020-07-04,04,quantile,0.45,234
2020-06-15,3 wk ahead inc death,2020-07-04,04,quantile,0.5,254
2020-06-15,3 wk ahead inc death,2020-07-04,04,quantile,0.55,271
2020-06-15,3 wk ahead inc death,2020-07-04,04,quantile,0.6,292
2020-06-15,3 wk ahead inc death,2020-07-04,04,quantile,0.65,317
2020-06-15,3 wk ahead inc death,2020-07-04,04,quantile,0.7,351
2020-06-15,3 wk ahead inc death,2020-07-04,04,quantile,0.75,394
2020-06-15,3 wk ahead inc death,2020-07-04,04,quantile,0.8,456
2020-06-15,3 wk ahead inc death,2020-07-04,04,quantile,0.85,516
2020-06-15,3 wk ahead inc death,2020-07-04,04,quantile,0.9,604
2020-06-15,3 wk ahead inc death,2020-07-04,04,quantile,0.95,823
2020-06-15,3 wk ahead inc death,2020-07-04,04,quantile,0.975,1159
2020-06-15,3 wk ahead inc death,2020-07-04,04,quantile,0.99,1506
2020-06-15,4 wk ahead inc death,2020-07-11,04,quantile,0.01,25
2020-06-15,4 wk ahead inc death,2020-07-11,04,quantile,0.025,39
2020-06-15,4 wk ahead inc death,2020-07-11,04,quantile,0.05,53
2020-06-15,4 wk ahead inc death,2020-07-11,04,quantile,0.1,90
2020-06-15,4 wk ahead inc death,2020-07-11,04,quantile,0.15,113
2020-06-15,4 wk ahead inc death,2020-07-11,04,quantile,0.2,135
2020-06-15,4 wk ahead inc death,2020-07-11,04,quantile,0.25,159
2020-06-15,4 wk ahead inc death,2020-07-11,04,quantile,0.3,182
2020-06-15,4 wk ahead inc death,2020-07-11,04,quantile,0.35,204
2020-06-15,4 wk ahead inc death,2020-07-11,04,quantile,0.4,228
2020-06-15,4 wk ahead inc death,2020-07-11,04,quantile,0.45,252
2020-06-15,4 wk ahead inc death,2020-07-11,04,quantile,0.5,284
2020-06-15,4 wk ahead inc death,2020-07-11,04,quantile,0.55,310
2020-06-15,4 wk ahead inc death,2020-07-11,04,quantile,0.6,344
2020-06-15,4 wk ahead inc death,2020-07-11,04,quantile,0.65,383
2020-06-15,4 wk ahead inc death,2020-07-11,04,quantile,0.7,441
2020-06-15,4 wk ahead inc death,2020-07-11,04,quantile,0.75,508
2020-06-15,4 wk ahead inc death,2020-07-11,04,quantile,0.8,589
2020-06-15,4 wk ahead inc death,2020-07-11,04,quantile,0.85,712
2020-06-15,4 wk ahead inc death,2020-07-11,04,quantile,0.9,876
2020-06-15,4 wk ahead inc death,2020-07-11,04,quantile,0.95,1401
2020-06-15,4 wk ahead inc death,2020-07-11,04,quantile,0.975,2148
2020-06-15,4 wk ahead inc death,2020-07-11,04,quantile,0.99,2870
2020-06-15,1 wk ahead inc death,2020-06-20,04,point,NA,192
2020-06-15,2 wk ahead inc death,2020-06-27,04,point,NA,219
2020-06-15,3 wk ahead inc death,2020-07-04,04,point,NA,254
2020-06-15,4 wk ahead inc death,2020-07-11,04,point,NA,284
2020-06-15,1 wk ahead cum death,2020-06-20,04,quantile,0.01,1284
2020-06-15,1 wk ahead cum death,2020-06-20,04,quantile,0.025,1296
2020-06-15,1 wk ahead cum death,2020-06-20,04,quantile,0.05,1305
2020-06-15,1 wk ahead cum death,2020-06-20,04,quantile,0.1,1320
2020-06-15,1 wk ahead cum death,2020-06-20,04,quantile,0.15,1332
2020-06-15,1 wk ahead cum death,2020-06-20,04,quantile,0.2,1340
2020-06-15,1 wk ahead cum death,2020-06-20,04,quantile,0.25,1348
2020-06-15,1 wk ahead cum death,2020-06-20,04,quantile,0.3,1354
2020-06-15,1 wk ahead cum death,2020-06-20,04,quantile,0.35,1362
2020-06-15,1 wk ahead cum death,2020-06-20,04,quantile,0.4,1369
2020-06-15,1 wk ahead cum death,2020-06-20,04,quantile,0.45,1377
2020-06-15,1 wk ahead cum death,2020-06-20,04,quantile,0.5,1384
2020-06-15,1 wk ahead cum death,2020-06-20,04,quantile,0.55,1391
2020-06-15,1 wk ahead cum death,2020-06-20,04,quantile,0.6,1400
2020-06-15,1 wk ahead cum death,2020-06-20,04,quantile,0.65,1411
2020-06-15,1 wk ahead cum death,2020-06-20,04,quantile,0.7,1420
2020-06-15,1 wk ahead cum death,2020-06-20,04,quantile,0.75,1430
2020-06-15,1 wk ahead cum death,2020-06-20,04,quantile,0.8,1441
2020-06-15,1 wk ahead cum death,2020-06-20,04,quantile,0.85,1454
2020-06-15,1 wk ahead cum death,2020-06-20,04,quantile,0.9,1477
2020-06-15,1 wk ahead cum death,2020-06-20,04,quantile,0.95,1520
2020-06-15,1 wk ahead cum death,2020-06-20,04,quantile,0.975,1568
2020-06-15,1 wk ahead cum death,2020-06-20,04,quantile,0.99,1603
2020-06-15,2 wk ahead cum death,2020-06-27,04,quantile,0.01,1351
2020-06-15,2 wk ahead cum death,2020-06-27,04,quantile,0.025,1380
2020-06-15,2 wk ahead cum death,2020-06-27,04,quantile,0.05,1404
2020-06-15,2 wk ahead cum death,2020-06-27,04,quantile,0.1,1439
2020-06-15,2 wk ahead cum death,2020-06-27,04,quantile,0.15,1465
2020-06-15,2 wk ahead cum death,2020-06-27,04,quantile,0.2,1489
2020-06-15,2 wk ahead cum death,2020-06-27,04,quantile,0.25,1510
2020-06-15,2 wk ahead cum death,2020-06-27,04,quantile,0.3,1529
2020-06-15,2 wk ahead cum death,2020-06-27,04,quantile,0.35,1548
2020-06-15,2 wk ahead cum death,2020-06-27,04,quantile,0.4,1565
2020-06-15,2 wk ahead cum death,2020-06-27,04,quantile,0.45,1583
2020-06-15,2 wk ahead cum death,2020-06-27,04,quantile,0.5,1603
2020-06-15,2 wk ahead cum death,2020-06-27,04,quantile,0.55,1627
2020-06-15,2 wk ahead cum death,2020-06-27,04,quantile,0.6,1650
2020-06-15,2 wk ahead cum death,2020-06-27,04,quantile,0.65,1678
2020-06-15,2 wk ahead cum death,2020-06-27,04,quantile,0.7,1703
2020-06-15,2 wk ahead cum death,2020-06-27,04,quantile,0.75,1739
2020-06-15,2 wk ahead cum death,2020-06-27,04,quantile,0.8,1771
2020-06-15,2 wk ahead cum death,2020-06-27,04,quantile,0.85,1808
2020-06-15,2 wk ahead cum death,2020-06-27,04,quantile,0.9,1894
2020-06-15,2 wk ahead cum death,2020-06-27,04,quantile,0.95,2023
2020-06-15,2 wk ahead cum death,2020-06-27,04,quantile,0.975,2169
2020-06-15,2 wk ahead cum death,2020-06-27,04,quantile,0.99,2458
2020-06-15,3 wk ahead cum death,2020-07-04,04,quantile,0.01,1398
2020-06-15,3 wk ahead cum death,2020-07-04,04,quantile,0.025,1449
2020-06-15,3 wk ahead cum death,2020-07-04,04,quantile,0.05,1482
2020-06-15,3 wk ahead cum death,2020-07-04,04,quantile,0.1,1543
2020-06-15,3 wk ahead cum death,2020-07-04,04,quantile,0.15,1585
2020-06-15,3 wk ahead cum death,2020-07-04,04,quantile,0.2,1634
2020-06-15,3 wk ahead cum death,2020-07-04,04,quantile,0.25,1681
2020-06-15,3 wk ahead cum death,2020-07-04,04,quantile,0.3,1715
2020-06-15,3 wk ahead cum death,2020-07-04,04,quantile,0.35,1747
2020-06-15,3 wk ahead cum death,2020-07-04,04,quantile,0.4,1785
2020-06-15,3 wk ahead cum death,2020-07-04,04,quantile,0.45,1827
2020-06-15,3 wk ahead cum death,2020-07-04,04,quantile,0.5,1862
2020-06-15,3 wk ahead cum death,2020-07-04,04,quantile,0.55,1897
2020-06-15,3 wk ahead cum death,2020-07-04,04,quantile,0.6,1939
2020-06-15,3 wk ahead cum death,2020-07-04,04,quantile,0.65,1988
2020-06-15,3 wk ahead cum death,2020-07-04,04,quantile,0.7,2064
2020-06-15,3 wk ahead cum death,2020-07-04,04,quantile,0.75,2138
2020-06-15,3 wk ahead cum death,2020-07-04,04,quantile,0.8,2208
2020-06-15,3 wk ahead cum death,2020-07-04,04,quantile,0.85,2319
2020-06-15,3 wk ahead cum death,2020-07-04,04,quantile,0.9,2493
2020-06-15,3 wk ahead cum death,2020-07-04,04,quantile,0.95,2799
2020-06-15,3 wk ahead cum death,2020-07-04,04,quantile,0.975,3323
2020-06-15,3 wk ahead cum death,2020-07-04,04,quantile,0.99,3808
2020-06-15,4 wk ahead cum death,2020-07-11,04,quantile,0.01,1426
2020-06-15,4 wk ahead cum death,2020-07-11,04,quantile,0.025,1497
2020-06-15,4 wk ahead cum death,2020-07-11,04,quantile,0.05,1547
2020-06-15,4 wk ahead cum death,2020-07-11,04,quantile,0.1,1641
2020-06-15,4 wk ahead cum death,2020-07-11,04,quantile,0.15,1719
2020-06-15,4 wk ahead cum death,2020-07-11,04,quantile,0.2,1777
2020-06-15,4 wk ahead cum death,2020-07-11,04,quantile,0.25,1846
2020-06-15,4 wk ahead cum death,2020-07-11,04,quantile,0.3,1912
2020-06-15,4 wk ahead cum death,2020-07-11,04,quantile,0.35,1972
2020-06-15,4 wk ahead cum death,2020-07-11,04,quantile,0.4,2033
2020-06-15,4 wk ahead cum death,2020-07-11,04,quantile,0.45,2096
2020-06-15,4 wk ahead cum death,2020-07-11,04,quantile,0.5,2140
2020-06-15,4 wk ahead cum death,2020-07-11,04,quantile,0.55,2207
2020-06-15,4 wk ahead cum death,2020-07-11,04,quantile,0.6,2269
2020-06-15,4 wk ahead cum death,2020-07-11,04,quantile,0.65,2364
2020-06-15,4 wk ahead cum death,2020-07-11,04,quantile,0.7,2498
