date,confirm,region
2020-12-22,440,Alaska
2020-12-23,365,Alaska
2020-12-24,276,Alaska
2020-12-25,0,Alaska
2020-12-26,375,Alaska
2020-12-27,302,Alaska
2020-10-05,316,Arizona
2020-10-06,864,Arizona
2020-10-07,604,Arizona
2020-10-08,863,Arizona
2020-10-09,683,Arizona
2020-10-10,894,Arizona
2020-10-11,597,Arizona
2020-10-12,475,Arizona
2020-10-13,684,Arizona
2020-10-14,901,Arizona
2020-10-15,1113,Arizona
2020-10-16,738,Arizona
2020-10-17,973,Arizona
2020-10-18,690,Arizona
2020-10-19,748,Arizona
2020-10-20,1040,Arizona
2020-10-21,975,Arizona
2020-10-22,994,Arizona
2020-10-23,976,Arizona
2020-10-24,890,Arizona
2020-10-25,1391,Arizona
2020-10-26,801,Arizona
2020-10-27,1158,Arizona
2020-10-28,1043,Arizona
2020-10-29,1315,Arizona
2020-10-30,1565,Arizona
2020-10-31,1901,Arizona
2020-11-01,1527,Arizona
2020-11-02,666,Arizona
2020-11-03,1679,Arizona
2020-11-04,815,Arizona
2020-11-05,2135,Arizona
2020-11-06,1996,Arizona
2020-11-07,2620,Arizona
2020-11-08,1880,Arizona
2020-11-09,435,Arizona
2020-11-10,3434,Arizona
2020-11-11,2030,Arizona
2020-11-12,1399,Arizona
2020-11-13,3015,Arizona
2020-11-14,3476,Arizona
2020-11-15,2383,Arizona
2020-11-16,1476,Arizona
2020-11-17,2984,Arizona
2020-11-18,3206,Arizona
2020-11-19,4123,Arizona
2020-11-20,4471,Arizona
2020-11-21,3638,Arizona
2020-11-22,4331,Arizona
2020-11-23,2659,Arizona
2020-11-24,4544,Arizona
2020-11-25,3982,Arizona
2020-11-26,3474,Arizona
2020-11-27,4314,Arizona
2020-11-28,4136,Arizona
2020-11-29,3221,Arizona
2020-11-30,822,Arizona
2020-12-01,10322,Arizona
2020-12-02,3840,Arizona
2020-12-03,5442,Arizona
2020-12-04,5680,Arizona
2020-12-05,6799,Arizona
2020-12-06,5376,Arizona
2020-12-07,1567,Arizona
2020-12-08,12314,Arizona
2020-12-09,4444,Arizona
2020-12-10,4928,Arizona
2020-12-11,6983,Arizona
2020-12-12,8077,Arizona
2020-12-13,5853,Arizona
2020-12-14,11806,Arizona
2020-12-15,4134,Arizona
2020-12-16,4837,Arizona
2020-12-17,5817,Arizona
2020-12-18,7635,Arizona
2020-12-19,5560,Arizona
2020-12-20,5366,Arizona
2020-12-21,7748,Arizona
2020-12-22,5870,Arizona
2020-12-23,6058,Arizona
2020-12-24,7046,Arizona
2020-12-25,6616,Arizona
2020-12-26,6106,Arizona
2020-12-27,1296,Arizona
2020-10-05,417,Arkansas
2020-10-06,641,Arkansas
2020-10-07,809,Arkansas
2020-10-08,1265,Arkansas
2020-10-09,1167,Arkansas
2020-10-10,908,Arkansas
2020-10-11,613,Arkansas
2020-10-12,654,Arkansas
2020-10-13,680,Arkansas
2020-10-14,1079,Arkansas
2020-10-15,1278,Arkansas
2020-10-16,1015,Arkansas
2020-10-17,883,Arkansas
2020-10-18,644,Arkansas
2020-10-19,531,Arkansas
2020-10-20,844,Arkansas
2020-10-21,1155,Arkansas
2020-10-22,1202,Arkansas
2020-10-23,1337,Arkansas
2020-10-24,1183,Arkansas
2020-10-25,797,Arkansas
2020-10-26,612,Arkansas
2020-10-27,952,Arkansas
2020-10-28,961,Arkansas
2020-10-29,1072,Arkansas
2020-10-30,1162,Arkansas
2020-10-31,1316,Arkansas
2020-11-01,867,Arkansas
2020-11-02,584,Arkansas
2020-11-03,878,Arkansas
2020-11-04,1293,Arkansas
2020-11-05,1548,Arkansas
2020-11-06,1870,Arkansas
2020-11-07,1598,Arkansas
2020-11-08,1038,Arkansas
2020-11-09,945,Arkansas
2020-11-10,1424,Arkansas
2020-11-11,1962,Arkansas
2020-11-12,1809,Arkansas
2020-11-13,2312,Arkansas
2020-11-14,1848,Arkansas
2020-11-15,874,Arkansas
2020-11-16,1308,Arkansas
2020-11-17,1554,Arkansas
2020-11-18,1715,Arkansas
2020-11-19,2238,Arkansas
2020-11-20,2061,Arkansas
2020-11-21,1905,Arkansas
2020-11-22,1352,Arkansas
2020-11-23,1017,Arkansas
2020-11-24,2122,Arkansas
2020-11-25,1965,Arkansas
2020-11-26,2348,Arkansas
2020-11-27,1052,Arkansas
2020-11-28,1349,Arkansas
2020-11-29,1221,Arkansas
2020-11-30,1112,Arkansas
2020-12-01,1950,Arkansas
2020-12-02,2212,Arkansas
2020-12-03,2789,Arkansas
2020-12-04,2827,Arkansas
2020-12-05,2245,Arkansas
2020-12-06,1542,Arkansas
2020-12-07,1118,Arkansas
2020-12-08,2283,Arkansas
2020-12-09,2327,Arkansas
2020-12-10,2202,Arkansas
2020-12-11,2770,Arkansas
2020-12-12,2628,Arkansas
2020-12-13,1450,Arkansas
2020-12-14,1355,Arkansas
2020-12-15,2141,Arkansas
2020-12-16,2306,Arkansas
2020-12-17,3039,Arkansas
2020-12-18,2878,Arkansas
2020-12-19,2693,Arkansas
2020-12-20,1536,Arkansas
2020-12-21,1457,Arkansas
2020-12-22,1941,Arkansas
2020-12-23,2893,Arkansas
2020-12-24,3204,Arkansas
2020-12-25,2122,Arkansas
2020-12-26,702,Arkansas
2020-12-27,908,Arkansas
2020-10-05,2794,California
2020-10-06,2695,California
2020-10-07,3726,California
2020-10-08,3342,California
2020-10-09,3806,California
2020-10-10,3334,California
2020-10-11,2780,California
2020-10-12,2723,California
2020-10-13,3397,California
2020-10-14,3894,California
2020-10-15,2944,California
2020-10-16,3105,California
2020-10-17,2361,California
2020-10-18,2078,California
2020-10-19,3953,California
2020-10-20,4101,California
2020-10-21,3193,California
2020-10-22,6425,California
2020-10-23,5435,California
2020-10-24,4885,California
2020-10-25,2912,California
2020-10-26,3842,California
2020-10-27,4450,California
2020-10-28,4388,California
2020-10-29,4372,California
2020-10-30,4380,California
2020-10-31,4115,California
2020-11-01,3735,California
2020-11-02,4533,California
2020-11-03,4990,California
2020-11-04,5519,California
2020-11-05,5934,California
2020-11-06,6357,California
2020-11-07,6151,California
2020-11-08,3351,California
2020-11-09,8584,California
2020-11-10,8135,California
2020-11-11,6143,California
2020-11-12,8541,California
2020-11-13,9450,California
2020-11-14,9501,California
2020-11-15,9028,California
2020-11-16,9595,California
2020-11-17,10595,California
2020-11-18,11755,California
2020-11-19,13134,California
2020-11-20,12576,California
2020-11-21,15685,California
2020-11-22,9089,California
2020-11-23,13695,California
2020-11-24,16990,California
2020-11-25,15731,California
2020-11-26,10862,California
2020-11-27,13774,California
2020-11-28,15048,California
2020-11-29,14831,California
2020-11-30,14809,California
2020-12-01,15778,California
2020-12-02,19140,California
2020-12-03,21368,California
2020-12-04,23757,California
2020-12-05,27634,California
2020-12-06,28732,California
2020-12-07,24155,California
2020-12-08,24568,California
2020-12-09,33591,California
2020-12-10,33564,California
2020-12-11,33664,California
2020-12-12,32961,California
2020-12-13,36202,California
2020-12-14,26115,California
2020-12-15,33249,California
2020-12-16,63817,California
2020-12-17,45415,California
2020-12-18,48221,California
2020-12-19,40362,California
2020-12-20,41476,California
2020-12-21,39854,California
2020-12-22,34621,California
2020-12-23,43986,California
2020-12-24,37694,California
2020-12-25,20609,California
2020-12-26,59813,California
2020-12-27,35779,California
2020-10-05,461,Colorado
2020-10-06,654,Colorado
2020-10-07,731,Colorado
2020-10-08,863,Colorado
2020-10-09,834,Colorado
2020-10-10,1023,Colorado
2020-10-11,819,Colorado
2020-10-12,576,Colorado
2020-10-13,1048,Colorado
2020-10-14,692,Colorado
2020-10-15,1141,Colorado
2020-10-16,1312,Colorado
2020-10-17,1139,Colorado
2020-10-18,933,Colorado
2020-10-19,1072,Colorado
2020-10-20,1208,Colorado
2020-10-21,1267,Colorado
2020-10-22,1373,Colorado
2020-10-23,1350,Colorado
2020-10-24,1828,Colorado
2020-10-25,1689,Colorado
2020-10-26,2211,Colorado
2020-10-27,1433,Colorado
2020-10-28,1475,Colorado
2020-10-29,1806,Colorado
2020-10-30,2412,Colorado
2020-10-31,2924,Colorado
2020-11-01,2560,Colorado
2020-11-02,2237,Colorado
2020-11-03,2562,Colorado
2020-11-04,2928,Colorado
2020-11-05,3369,Colorado
2020-11-06,3463,Colorado
2020-11-07,3498,Colorado
2020-11-08,3017,Colorado
2020-11-09,3553,Colorado
2020-11-10,3890,Colorado
2020-11-11,3975,Colorado
2020-11-12,5197,Colorado
2020-11-13,6439,Colorado
2020-11-14,5196,Colorado
2020-11-15,4183,Colorado
2020-11-16,4296,Colorado
2020-11-17,4331,Colorado
2020-11-18,4650,Colorado
2020-11-19,6107,Colorado
2020-11-20,5765,Colorado
2020-11-21,6113,Colorado
2020-11-22,3921,Colorado
2020-11-23,3689,Colorado
2020-11-24,4150,Colorado
2020-11-25,4191,Colorado
2020-11-26,6053,Colorado
2020-11-27,4270,Colorado
2020-11-28,4330,Colorado
2020-11-29,3489,Colorado
2020-11-30,4133,Colorado
2020-12-01,4405,Colorado
2020-12-02,3862,Colorado
2020-12-03,6037,Colorado
2020-12-04,5013,Colorado
2020-12-05,5125,Colorado
2020-12-06,3234,Colorado
2020-12-07,4037,Colorado
2020-12-08,3971,Colorado
2020-12-09,3757,Colorado
2020-12-10,4649,Colorado
2020-12-11,4678,Colorado
2020-12-12,3961,Colorado
2020-12-13,2559,Colorado
2020-12-14,2911,Colorado
2020-12-15,2278,Colorado
2020-12-16,3334,Colorado
2020-12-17,3698,Colorado
2020-12-18,3693,Colorado
2020-12-19,2491,Colorado
2020-12-20,2292,Colorado
2020-12-21,2146,Colorado
2020-12-22,2516,Colorado
2020-12-23,2948,Colorado
2020-12-24,3030,Colorado
2020-12-25,2659,Colorado
2020-12-26,1430,Colorado
2020-12-27,1399,Colorado
2020-10-05,823,Connecticut
2020-10-06,121,Connecticut
2020-10-07,123,Connecticut
2020-10-08,384,Connecticut
2020-10-09,290,Connecticut
2020-10-10,0,Connecticut
2020-10-11,0,Connecticut
2020-10-12,1339,Connecticut
2020-10-13,320,Connecticut
2020-10-14,164,Connecticut
2020-10-15,167,Connecticut
2020-10-16,802,Connecticut
2020-10-17,0,Connecticut
2020-10-18,0,Connecticut
2020-10-19,1191,Connecticut
2020-10-20,434,Connecticut
2020-10-21,416,Connecticut
2020-10-22,502,Connecticut
2020-10-23,679,Connecticut
2020-10-24,0,Connecticut
2020-10-25,0,Connecticut
2020-10-26,2047,Connecticut
2020-10-27,538,Connecticut
2020-10-28,490,Connecticut
2020-10-29,1319,Connecticut
2020-10-30,761,Connecticut
2020-10-31,0,Connecticut
2020-11-01,0,Connecticut
2020-11-02,2651,Connecticut
2020-11-03,985,Connecticut
2020-11-04,530,Connecticut
2020-11-05,1687,Connecticut
2020-11-06,1065,Connecticut
2020-11-07,0,Connecticut
2020-11-08,0,Connecticut
2020-11-09,3307,Connecticut
2020-11-10,1521,Connecticut
2020-11-11,1788,Connecticut
2020-11-12,1158,Connecticut
2020-11-13,2746,Connecticut
2020-11-14,0,Connecticut
2020-11-15,0,Connecticut
2020-11-16,4639,Connecticut
2020-11-17,1702,Connecticut
2020-11-18,2042,Connecticut
2020-11-19,2353,Connecticut
2020-11-20,2088,Connecticut
2020-11-21,0,Connecticut
2020-11-22,0,Connecticut
2020-11-23,5271,Connecticut
2020-11-24,540,Connecticut
2020-11-25,1872,Connecticut
2020-11-26,0,Connecticut
2020-11-27,3429,Connecticut
2020-11-28,0,Connecticut
2020-11-29,0,Connecticut
2020-11-30,4714,Connecticut
2020-12-01,1459,Connecticut
2020-12-02,2672,Connecticut
2020-12-03,4751,Connecticut
2020-12-04,1538,Connecticut
2020-12-05,0,Connecticut
2020-12-06,0,Connecticut
2020-12-07,8129,Connecticut
2020-12-08,2414,Connecticut
2020-12-09,2290,Connecticut
2020-12-10,2431,Connecticut
2020-12-11,3782,Connecticut
2020-12-12,0,Connecticut
2020-12-13,0,Connecticut
2020-12-14,7231,Connecticut
2020-12-15,1470,Connecticut
2020-12-16,2319,Connecticut
2020-12-17,2321,Connecticut
2020-12-18,2680,Connecticut
2020-12-19,0,Connecticut
2020-12-20,0,Connecticut
2020-12-21,4595,Connecticut
2020-12-22,1583,Connecticut
2020-12-23,1745,Connecticut
2020-12-24,2038,Connecticut
2020-12-25,0,Connecticut
2020-12-26,0,Connecticut
2020-12-27,0,Connecticut
2020-10-05,120,Delaware
2020-10-06,103,Delaware
2020-10-07,84,Delaware
2020-10-08,132,Delaware
2020-10-09,145,Delaware
2020-10-10,171,Delaware
2020-10-11,132,Delaware
2020-10-12,159,Delaware
2020-10-13,105,Delaware
2020-10-14,71,Delaware
2020-10-15,95,Delaware
2020-10-16,164,Delaware
2020-10-17,218,Delaware
2020-10-18,151,Delaware
2020-10-19,103,Delaware
2020-10-20,129,Delaware
2020-10-21,50,Delaware
2020-10-22,153,Delaware
2020-10-23,159,Delaware
2020-10-24,160,Delaware
2020-10-25,114,Delaware
2020-10-26,207,Delaware
2020-10-27,81,Delaware
2020-10-28,143,Delaware
2020-10-29,161,Delaware
2020-10-30,198,Delaware
2020-10-31,200,Delaware
2020-11-01,175,Delaware
2020-11-02,185,Delaware
2020-11-03,115,Delaware
2020-11-04,108,Delaware
2020-11-05,219,Delaware
2020-11-06,282,Delaware
2020-11-07,223,Delaware
2020-11-08,345,Delaware
2020-11-09,305,Delaware
2020-11-10,204,Delaware
2020-11-11,230,Delaware
2020-11-12,204,Delaware
2020-11-13,470,Delaware
2020-11-14,379,Delaware
2020-11-15,408,Delaware
2020-11-16,397,Delaware
2020-11-17,352,Delaware
2020-11-18,203,Delaware
2020-11-19,398,Delaware
2020-11-20,663,Delaware
2020-11-21,505,Delaware
2020-11-22,487,Delaware
2020-11-23,403,Delaware
2020-11-24,453,Delaware
2020-11-25,331,Delaware
2020-11-26,584,Delaware
2020-11-27,591,Delaware
2020-11-28,500,Delaware
2020-11-29,581,Delaware
2020-11-30,403,Delaware
2020-12-01,689,Delaware
2020-12-02,355,Delaware
2020-12-03,758,Delaware
2020-12-04,942,Delaware
2020-12-05,698,Delaware
2020-12-06,816,Delaware
2020-12-07,799,Delaware
2020-12-08,753,Delaware
2020-12-09,929,Delaware
2020-12-10,643,Delaware
2020-12-11,782,Delaware
2020-12-12,1058,Delaware
2020-12-13,584,Delaware
2020-12-14,997,Delaware
2020-12-15,685,Delaware
2020-12-16,787,Delaware
2020-12-17,839,Delaware
2020-12-18,341,Delaware
2020-12-19,1027,Delaware
2020-12-20,480,Delaware
2020-12-21,440,Delaware
2020-12-22,567,Delaware
2020-12-23,612,Delaware
2020-12-24,780,Delaware
2020-12-25,638,Delaware
2020-12-26,820,Delaware
2020-12-27,584,Delaware
2020-10-05,28,District of Columbia
2020-10-06,105,District of Columbia
2020-10-07,0,District of Columbia
2020-10-08,113,District of Columbia
2020-10-09,78,District of Columbia
2020-10-10,75,District of Columbia
2020-10-11,66,District of Columbia
2020-10-12,38,District of Columbia
2020-10-13,46,District of Columbia
2020-10-14,64,District of Columbia
2020-10-15,34,District of Columbia
2020-10-16,89,District of Columbia
2020-10-17,79,District of Columbia
2020-10-18,36,District of Columbia
2020-10-19,25,District of Columbia
2020-10-20,50,District of Columbia
2020-10-21,53,District of Columbia
2020-10-22,39,District of Columbia
2020-10-23,72,District of Columbia
2020-10-24,97,District of Columbia
2020-10-25,61,District of Columbia
2020-10-26,45,District of Columbia
2020-10-27,94,District of Columbia
2020-10-28,67,District of Columbia
2020-10-29,101,District of Columbia
2020-10-30,70,District of Columbia
2020-10-31,122,District of Columbia
2020-11-01,103,District of Columbia
2020-11-02,69,District of Columbia
2020-11-03,86,District of Columbia
2020-11-04,77,District of Columbia
2020-11-05,81,District of Columbia
2020-11-06,110,District of Columbia
2020-11-07,99,District of Columbia
2020-11-08,110,District of Columbia
2020-11-09,86,District of Columbia
2020-11-10,86,District of Columbia
2020-11-11,206,District of Columbia
2020-11-12,128,District of Columbia
2020-11-13,159,District of Columbia
2020-11-14,148,District of Columbia
2020-11-15,163,District of Columbia
2020-11-16,87,District of Columbia
2020-11-17,245,District of Columbia
2020-11-18,156,District of Columbia
2020-11-19,213,District of Columbia
2020-11-20,130,District of Columbia
2020-11-21,153,District of Columbia
2020-11-22,190,District of Columbia
2020-11-23,139,District of Columbia
2020-11-24,119,District of Columbia
2020-11-25,107,District of Columbia
2020-11-26,220,District of Columbia
2020-11-27,201,District of Columbia
2020-11-28,371,District of Columbia
2020-11-29,140,District of Columbia
2020-11-30,104,District of Columbia
2020-12-01,133,District of Columbia
2020-12-02,157,District of Columbia
2020-12-03,322,District of Columbia
2020-12-04,316,District of Columbia
2020-12-05,392,District of Columbia
2020-12-06,264,District of Columbia
2020-12-07,183,District of Columbia
2020-12-08,270,District of Columbia
2020-12-09,265,District of Columbia
2020-12-10,244,District of Columbia
2020-12-11,259,District of Columbia
2020-12-12,286,District of Columbia
2020-12-13,231,District of Columbia
2020-12-14,164,District of Columbia
2020-12-15,301,District of Columbia
2020-12-16,263,District of Columbia
2020-12-17,228,District of Columbia
2020-12-18,274,District of Columbia
2020-12-19,238,District of Columbia
2020-12-20,259,District of Columbia
2020-12-21,139,District of Columbia
2020-12-22,160,District of Columbia
2020-12-23,326,District of Columbia
2020-12-24,210,District of Columbia
2020-12-25,0,District of Columbia
2020-12-26,274,District of Columbia
2020-12-27,492,District of Columbia
2020-10-05,1415,Florida
2020-10-06,2251,Florida
2020-10-07,2582,Florida
2020-10-08,3306,Florida
2020-10-09,2908,Florida
2020-10-10,0,Florida
2020-10-11,5570,Florida
2020-10-12,1533,Florida
2020-10-13,2725,Florida
2020-10-14,2883,Florida
2020-10-15,3356,Florida
2020-10-16,3449,Florida
2020-10-17,4044,Florida
2020-10-18,2539,Florida
2020-10-19,1707,Florida
2020-10-20,3662,Florida
2020-10-21,2144,Florida
2020-10-22,5558,Florida
2020-10-23,3689,Florida
2020-10-24,4471,Florida
2020-10-25,2385,Florida
2020-10-26,3377,Florida
2020-10-27,4298,Florida
2020-10-28,4115,Florida
2020-10-29,4198,Florida
2020-10-30,5592,Florida
2020-10-31,2331,Florida
2020-11-01,4865,Florida
2020-11-02,4651,Florida
2020-11-03,4637,Florida
2020-11-04,4423,Florida
2020-11-05,6257,Florida
2020-11-06,5245,Florida
2020-11-07,4452,Florida
2020-11-08,6820,Florida
2020-11-09,3924,Florida
2020-11-10,4353,Florida
2020-11-11,5838,Florida
2020-11-12,5607,Florida
2020-11-13,6933,Florida
2020-11-14,4544,Florida
2020-11-15,10105,Florida
2020-11-16,4663,Florida
2020-11-17,7459,Florida
2020-11-18,7925,Florida
2020-11-19,9085,Florida
2020-11-20,9085,Florida
2020-11-21,8409,Florida
2020-11-22,6587,Florida
2020-11-23,6331,Florida
2020-11-24,8555,Florida
2020-11-25,8376,Florida
2020-11-26,0,Florida
2020-11-27,17344,Florida
2020-11-28,6277,Florida
2020-11-29,7363,Florida
2020-11-30,6659,Florida
2020-12-01,8847,Florida
2020-12-02,9994,Florida
2020-12-03,10870,Florida
2020-12-04,10177,Florida
2020-12-05,10431,Florida
2020-12-06,8436,Florida
2020-12-07,7711,Florida
2020-12-08,7985,Florida
2020-12-09,9592,Florida
2020-12-10,11335,Florida
2020-12-11,11699,Florida
2020-12-12,10577,Florida
2020-12-13,8958,Florida
2020-12-14,8452,Florida
2020-12-15,9411,Florida
2020-12-16,11541,Florida
2020-12-17,13148,Florida
2020-12-18,13000,Florida
2020-12-19,11682,Florida
2020-12-20,8401,Florida
2020-12-21,11015,Florida
2020-12-22,10434,Florida
2020-12-23,11384,Florida
2020-12-24,13147,Florida
2020-12-25,0,Florida
2020-12-26,17042,Florida
2020-12-27,7391,Florida
2020-10-05,789,Georgia
2020-10-06,936,Georgia
2020-10-07,1492,Georgia
2020-10-08,1265,Georgia
2020-10-09,1625,Georgia
2020-10-10,1237,Georgia
2020-10-11,1140,Georgia
2020-10-12,902,Georgia
2020-10-13,993,Georgia
2020-10-14,1297,Georgia
2020-10-15,1640,Georgia
2020-10-16,1609,Georgia
2020-10-17,1534,Georgia
2020-10-18,1174,Georgia
2020-10-19,752,Georgia
2020-10-20,1128,Georgia
2020-10-21,1312,Georgia
2020-10-22,1785,Georgia
2020-10-23,2224,Georgia
2020-10-24,1846,Georgia
2020-10-25,1318,Georgia
2020-10-26,958,Georgia
2020-10-27,1491,Georgia
2020-10-28,1653,Georgia
2020-10-29,1823,Georgia
2020-10-30,1377,Georgia
2020-10-31,2565,Georgia
2020-11-01,1192,Georgia
2020-11-02,939,Georgia
2020-11-03,31605,Georgia
2020-11-04,2611,Georgia
2020-11-05,2488,Georgia
2020-11-06,2802,Georgia
2020-11-07,2610,Georgia
2020-11-08,1024,Georgia
2020-11-09,1272,Georgia
2020-11-10,4319,Georgia
2020-11-11,2242,Georgia
2020-11-12,2982,Georgia
2020-11-13,2994,Georgia
2020-11-14,3035,Georgia
2020-11-15,2084,Georgia
2020-11-16,1247,Georgia
2020-11-17,4335,Georgia
2020-11-18,3161,Georgia
2020-11-19,3424,Georgia
2020-11-20,3435,Georgia
2020-11-21,6213,Georgia
2020-11-22,2328,Georgia
2020-11-23,1924,Georgia
2020-11-24,3676,Georgia
2020-11-25,3177,Georgia
2020-11-26,3608,Georgia
2020-11-27,3009,Georgia
2020-11-28,3038,Georgia
2020-11-29,1952,Georgia
2020-11-30,2047,Georgia
2020-12-01,4842,Georgia
2020-12-02,5734,Georgia
2020-12-03,5839,Georgia
2020-12-04,6376,Georgia
2020-12-05,5017,Georgia
2020-12-06,2034,Georgia
2020-12-07,5285,Georgia
2020-12-08,5577,Georgia
2020-12-09,5512,Georgia
2020-12-10,7623,Georgia
2020-12-11,6191,Georgia
2020-12-12,6447,Georgia
2020-12-13,4798,Georgia
2020-12-14,3720,Georgia
2020-12-15,7437,Georgia
2020-12-16,6624,Georgia
2020-12-17,7777,Georgia
2020-12-18,8141,Georgia
2020-12-19,5763,Georgia
2020-12-20,5618,Georgia
2020-12-21,3520,Georgia
2020-12-22,9079,Georgia
2020-12-23,7773,Georgia
2020-12-24,10286,Georgia
2020-12-25,6054,Georgia
2020-12-26,4158,Georgia
2020-12-27,3511,Georgia
2020-10-05,54,Guam
2020-10-06,65,Guam
2020-10-07,50,Guam
2020-10-08,66,Guam
2020-10-09,55,Guam
2020-10-10,67,Guam
2020-10-11,114,Guam
2020-10-12,0,Guam
2020-10-13,96,Guam
2020-10-14,75,Guam
2020-10-15,86,Guam
2020-10-16,111,Guam
2020-10-17,79,Guam
2020-10-18,58,Guam
2020-10-19,81,Guam
2020-10-20,130,Guam
2020-10-21,82,Guam
2020-10-22,88,Guam
2020-10-23,85,Guam
2020-10-24,34,Guam
2020-10-25,41,Guam
2020-10-26,120,Guam
2020-10-27,82,Guam
2020-10-28,48,Guam
2020-10-29,83,Guam
2020-10-30,79,Guam
2020-10-31,53,Guam
2020-11-01,9,Guam
2020-11-02,3,Guam
2020-11-03,119,Guam
2020-11-04,91,Guam
2020-11-05,101,Guam
2020-11-06,73,Guam
2020-11-07,36,Guam
2020-11-08,120,Guam
2020-11-09,240,Guam
2020-11-10,181,Guam
2020-11-11,101,Guam
